NAME_LONG,NAME_SHORT,COUNTRY_NAME,LOCID,ABV_1,LON,LAT,ID,-,REGION
Rota Naval Station Airport,Rota,Spain,ROZ,LERT,36.64519882,-6.349460125,86,E,Europe/Madrid
Salamanca Airport,Salamanca,Spain,SLM,LESA,40.95209885,-5.501989841,2595,E,Europe/Madrid
Son Bonet Airport,Son Bonet,Spain,\N,LESB,39.59889984,2.702780008,157,E,Europe/Madrid
San Luis Airport,San Luis,Spain,\N,LESL,39.86220169,4.258329868,197,E,Europe/Madrid
San Sebastian Airport,San Sebastian,Spain,EAS,LESO,43.35649872,-1.790609956,16,E,Europe/Madrid
Santiago de Compostela Airport,Santiago,Spain,SCQ,LEST,42.89630127,-8.415140152,1213,E,Europe/Madrid
Pirineus - la Seu d'Urgel Airport,Seo De Urgel,Spain,LEU,LESU,42.3386,1.40917,2625,E,Europe/Madrid
Torrej�n Airport,Madrid,Spain,TOJ,LETO,40.49670029,-3.445869923,2026,E,Europe/Madrid
Valencia Airport,Valencia,Spain,VLC,LEVC,39.4893,-0.481625,240,E,Europe/Madrid
Valladolid Airport,Valladolid,Spain,VLL,LEVD,41.70610046,-4.851940155,2776,E,Europe/Madrid
Vitoria/Foronda Airport,Vitoria,Spain,VIT,LEVT,42.88280106,-2.7244699,1682,E,Europe/Madrid
Vigo Airport,Vigo,Spain,VGO,LEVX,42.23180008,-8.62677002,856,E,Europe/Madrid
Santander Airport,Santander,Spain,SDR,LEXJ,43.42710114,-3.820009947,16,E,Europe/Madrid
Zaragoza Air Base,Zaragoza,Spain,ZAZ,LEZG,41.66619873,-1.04155004,863,E,Europe/Madrid
Sevilla Airport,Sevilla,Spain,SVQ,LEZL,37.41799927,-5.893109798,112,E,Europe/Madrid
Calais-Dunkerque Airport,Calais,France,CQF,LFAC,50.96210098,1.954759955,12,E,Europe/Paris
P�ronne-Saint-Quentin Airport,Peronne,France,\N,LFAG,49.8685,3.02958,295,E,Europe/Paris
Nangis-Les Loges Airport,Nangis,France,\N,LFAI,48.59619904,3.006789923,428,E,Europe/Paris
Bagnoles-de-l'Orne-Couterne Airport,Bagnole-de-l'orne,France,\N,LFAO,48.54579926,-0.38744399,718,E,Europe/Paris
Albert-Bray Airport,Albert,France,BYF,LFAQ,49.9715004,2.697659969,364,E,Europe/Paris
Le Touquet-C�te d'Opale Airport,Le Tourquet,France,LTQ,LFAT,50.51739883,1.620589972,36,E,Europe/Paris
Valenciennes-Denain Airport,Valenciennes,France,XVS,LFAV,50.32580185,3.46126008,177,E,Europe/Paris
Amiens-Glisy Airport,Amiens,France,\N,LFAY,49.873004,2.387074,208,E,Europe/Paris
Agen-La Garenne Airport,Agen,France,AGF,LFBA,44.17470169,0.590556026,204,E,Europe/Paris
Cazaux (BA 120) Air Base,Cazaux,France,\N,LFBC,44.53329849,-1.125,84,E,Europe/Paris
Bordeaux-M�rignac Airport,Bordeaux,France,BOD,LFBD,44.82830048,-0.715556026,162,E,Europe/Paris
Bergerac-Roumani�re Airport,Bergerac,France,EGC,LFBE,44.82529831,0.518611014,171,E,Europe/Paris
Toulouse-Francazal (BA 101) Air Base,Toulouse,France,\N,LFBF,43.54560089,1.367499948,535,E,Europe/Paris
Cognac-Ch�teaubernard (BA 709) Air Base,Cognac,France,CNG,LFBG,45.65829849,-0.317499995,102,E,Europe/Paris
Poitiers-Biard Airport,Poitiers,France,PIS,LFBI,46.58769989,0.306665987,423,E,Europe/Paris
Montlu�on-Gu�ret Airport,Montlucon-gueret,France,MCU,LFBK,46.22259903,2.363960028,1497,E,Europe/Paris
Limoges Airport,Limoges,France,LIG,LFBL,45.8628006,1.179440022,1300,E,Europe/Paris
Mont-de-Marsan (BA 118) Air Base,Mont-de-marsan,France,\N,LFBM,43.911701,-0.5075,203,E,Europe/Paris
Niort-Souch� Airport,Niort,France,NIT,LFBN,46.313477,-0.394529,203,E,Europe/Paris
Toulouse-Blagnac Airport,Toulouse,France,TLS,LFBO,43.629101,1.36382,499,E,Europe/Paris
Pau Pyr�n�es Airport,Pau,France,PUF,LFBP,43.38000107,-0.41861099,616,E,Europe/Paris
Muret-Lherm Airport,La Rochelle,France,\N,LFBR,43.44889832,1.263329983,622,E,Europe/Paris
Tarbes-Lourdes-Pyr�n�es Airport,Tarbes,France,LDE,LFBT,43.17869949,-0.006439,1260,E,Europe/Paris
Angoul�me-Brie-Champniers Airport,Angouleme,France,ANG,LFBU,45.72919846,0.221456006,436,E,Europe/Paris
Brive Souillac Airport,Brive,France,BVE,LFSL,45.039722,1.485556,1016,E,Europe/Paris
P�rigueux-Bassillac Airport,Perigueux,France,PGX,LFBX,45.19810104,0.81555599,328,E,Europe/Paris
Biarritz-Anglet-Bayonne Airport,Biarritz-bayonne,France,BIQ,LFBZ,43.4683333,-1.5311111,245,E,Europe/Paris
Cahors-Lalbenque Airport,Cahors,France,ZAO,LFCC,44.35139847,1.475280046,912,E,Europe/Paris
Saint-Girons-Antichan Airport,St.-girons,France,\N,LFCG,43.00780106,1.10315001,1368,E,Europe/Paris
Arcachon-La Teste-de-Buch Airport,Arcachon,France,\N,LFCH,44.596401,-1.11083,49,E,Europe/Paris
Albi-Le S�questre Airport,Albi,France,LBI,LFCI,43.91389847,2.113059998,564,E,Europe/Paris
Castres-Mazamet Airport,Castres,France,DCM,LFCK,43.55630112,2.28918004,788,E,Europe/Paris
Toulouse-Lasbordes Airport,Toulouse,France,\N,LFCL,43.58610153,1.499169946,459,E,Europe/Paris
Millau-Larzac Airfield,Millau,France,\N,LFCM,43.9893,3.183,2606,E,Europe/Paris
Graulhet-Montdragon Airport,Graulhet,France,\N,LFCQ,43.77109909,2.010829926,581,E,Europe/Paris
Rodez-Marcillac Airport,Rodez,France,RDZ,LFCR,44.40790176,2.482670069,1910,E,Europe/Paris
Ussel-Thalamy Airport,Ussel,France,\N,LFCU,45.53469849,2.423890114,2428,E,Europe/Paris
Villeneuve-sur-Lot Airport,Villeneuve-sur-lot,France,\N,LFCW,44.39690018,0.758889019,190,E,Europe/Paris
Royan-M�dis Airport,Royan,France,RYN,LFCY,45.62810135,-0.972500026,72,E,Europe/Paris
Mimizan Airport,Mimizan,France,\N,LFCZ,44.145928,-1.16432,164,E,Europe/Paris
Aire-sur-l'Adour Airport,Aire-sur-l'adour,France,\N,LFDA,43.70940018,-0.245278001,259,E,Europe/Paris
Montauban Airport,Montauban,France,XMW,LFDB,44.02569962,1.378039956,351,E,Europe/Paris
Auch-Lamothe Airport,Auch,France,\N,LFDH,43.687801,0.601667,411,E,Europe/Paris
Libourne-Artigues-de-Lussac Airport,Libourne,France,\N,LFDI,44.982498,-0.134722,157,E,Europe/Paris
Pamiers-Les Pujols Airport,Pamiers,France,\N,LFDJ,43.09059906,1.695829988,1115,E,Europe/Paris
Marmande-Virazeil Airport,Marmande,France,\N,LFDM,44.49890137,0.200514004,105,E,Europe/Paris
Rochefort-Saint-Agnant (BA 721) Airport,Rochefort,France,RCO,LFDN,45.88779831,-0.983056009,60,E,Europe/Paris
Pontivy Airport,Pontivy,France,\N,LFED,48.05849838,-2.921829939,407,E,Europe/Paris
Aubigny-sur-N�re Airport,Aubigny-sur-nere,France,\N,LFEH,47.480556,2.394167,630,E,Europe/Paris
Guiscriff Scaer Airport,Guiscriff-scaer,France,\N,LFES,48.05250168,-3.664720058,574,E,Europe/Paris
Ancenis Airport,Ancenis,France,\N,LFFI,47.40810013,-1.17750001,111,E,Europe/Paris
Brienne-le-Ch�teau Airport,Brienne-le Chateau,France,\N,LFFN,48.42979813,4.482220173,381,E,Europe/Paris
Colmar-Houssen Airport,Colmar,France,CMR,LFGA,48.10990143,7.35901022,628,E,Europe/Paris
Beaune-Challanges Airport,Beaune,France,\N,LFGF,47.005901,4.89342,656,E,Europe/Paris
Dole-Tavaux Airport,Dole,France,DLE,LFGJ,47.042686,5.435063,645,E,Europe/Paris
Joigny Airport,Joigny,France,\N,LFGK,47.99219894,3.39222002,732,E,Europe/Paris
Verdun-Le Rozelier Airfield,Verdun,France,\N,LFGW,49.122398,5.46905,1230,E,Europe/Paris
Aubenas-Ard�che M�ridional Airport,Aubenas-vals-lanas,France,OBS,LFHO,44.544203,4.372192,923,E,Europe/Paris
Le Puy-Loudes Airport,Le Puy,France,LPY,LFHP,45.08069992,3.7628901,2731,E,Europe/Paris
Saint-Flour-Coltines Airport,St.-flour,France,\N,LFHQ,45.07640076,2.993609905,3218,E,Europe/Paris
Bourg-Ceyz�riat Airport,Bourg,France,\N,LFHS,46.20090103,5.292029858,857,E,Europe/Paris
Villefranche-Tarare Airport,Vilefrance,France,\N,LFHV,45.919983,4.634931,1076,E,Europe/Paris
Moulins-Montbeugny Airport,Moulins,France,\N,LFHY,46.5345993,3.423719883,915,E,Europe/Paris
Saint-Affrique-Belmont Airport,St.-afrique-belmont,France,\N,LFIF,43.82329941,2.745280027,1686,E,Europe/Paris
Cassagnes-B�gonh�s Airport,Cassagnes-beghones,France,\N,LFIG,44.17779922,2.515000105,2024,E,Europe/Paris
Metz-Nancy-Lorraine Airport,Metz,France,ETZ,LFJL,48.98210144,6.251319885,870,E,Europe/Paris
Bastia-Poretta Airport,Bastia,France,BIA,LFKB,42.55270004,9.483730316,26,E,Europe/Paris
Calvi-Sainte-Catherine Airport,Calvi,France,CLY,LFKC,42.5244444,8.7930556,209,E,Europe/Paris
Figari Sud-Corse Airport,Figari,France,FSC,LFKF,41.50059891,9.097780228,87,E,Europe/Paris
Ajaccio-Napol�on Bonaparte Airport,Ajaccio,France,AJA,LFKJ,41.92359924,8.802920341,18,E,Europe/Paris
Propriano Airport,Propriano,France,PRP,LFKO,41.66059875,8.889749527,13,E,Europe/Paris
Solenzara (BA 126) Air Base,Solenzara,France,SOZ,LFKS,41.92440033,9.406000137,28,E,Europe/Paris
Corte Airport,Corte,France,\N,LFKT,42.29359818,9.193059921,1132,E,Europe/Paris
Auxerre-Branches Airport,Auxerre,France,AUF,LFLA,47.85020065,3.49710989,523,E,Europe/Paris
Chamb�ry-Savoie Airport,Chambery,France,CMF,LFLB,45.63809967,5.88022995,779,E,Europe/Paris
Clermont-Ferrand Auvergne Airport,Clermont-Ferrand,France,CFE,LFLC,45.7867012,3.169169903,1090,E,Europe/Paris
Bourges Airport,Bourges,France,BOU,LFLD,47.05810165,2.370280027,529,E,Europe/Paris
Chamb�ry-Challes-les-Eaux Airport,Chambery,France,\N,LFLE,45.56110001,5.975759983,973,E,Europe/Paris
Chalon-Champforgeuil Airport,Chalon,France,\N,LFLH,46.8260994,4.817629814,623,E,Europe/Paris
Annemasse Airport,Annemasse,France,QNJ,LFLI,46.19200134,6.268390179,1620,E,Europe/Paris
Lyon Saint-Exup�ry Airport,Lyon,France,LYS,LFLL,45.725556,5.081111,821,E,Europe/Paris
M�con-Charnay Airport,Macon,France,\N,LFLM,46.295101,4.79577,728,E,Europe/Paris
Saint-Yan Airport,St.-yan,France,SYT,LFLN,46.41249847,4.013259888,796,E,Europe/Paris
Roanne-Renaison Airport,Roanne,France,RNE,LFLO,46.05830002,4.00138998,1106,E,Europe/Paris
Annecy-Haute-Savoie-Mont Blanc Airport,Annecy,France,NCY,LFLP,45.9308333,6.1063889,1521,E,Europe/Paris
Grenoble-Is�re Airport,Grenoble,France,GNB,LFLS,45.36289978,5.329370022,1302,E,Europe/Paris
Montlu�on-Dom�rat Airport,Montlucon,France,\N,LFLT,46.352501,2.57049,771,E,Europe/Paris
Valence-Chabeuil Airport,Valence,France,VAF,LFLU,44.9216,4.9699,525,E,Europe/Paris
Vichy-Charmeil Airport,Vichy,France,VHY,LFLV,46.16970062,3.403739929,817,E,Europe/Paris
Aurillac Airport,Aurillac,France,AUR,LFLW,44.89139938,2.421940088,2096,E,Europe/Paris
Ch�teauroux-D�ols Marcel Dassault Airport,Chateauroux,France,CHR,LFLX,46.860278,1.721111,529,E,Europe/Paris
Lyon-Bron Airport,Lyon,France,LYN,LFLY,45.72719955,4.944270134,659,E,Europe/Paris
Aix-en-Provence (BA 114) Airport,Aix-les-milles,France,\N,LFMA,43.5056,5.36778,367,E,Europe/Paris
Le Luc-Le Cannet Airport,Le Luc,France,\N,LFMC,43.38470078,6.387139797,265,E,Europe/Paris
Cannes-Mandelieu Airport,Cannes,France,CEQ,LFMD,43.542,6.95348,13,E,Europe/Paris
Saint-�tienne-Bouth�on Airport,St-Etienne,France,EBU,LFMH,45.54059982,4.296390057,1325,E,Europe/Paris
Istres Le Tub�/Istres Air Base (BA 125) Airport,Istres,France,\N,LFMI,43.522701,4.92384,82,E,Europe/Paris
Carcassonne Airport,Carcassonne,France,CCF,LFMK,43.2159996,2.306319952,433,E,Europe/Paris
Marseille Provence Airport,Marseille,France,MRS,LFML,43.43927192,5.221424103,74,E,Europe/Paris
Nice-C�te d'Azur Airport,Nice,France,NCE,LFMN,43.65840149,7.215869904,12,E,Europe/Paris
Orange-Caritat (BA 115) Air Base,Orange,France,XOG,LFMO,44.14049911,4.8667202,197,E,Europe/Paris
Perpignan-Rivesaltes (Llaban�re) Airport,Perpignan,France,PGF,LFMP,42.74039841,2.87067008,144,E,Europe/Paris
Le Castellet Airport,Le Castellet,France,CTT,LFMQ,43.25249863,5.785190105,1391,E,Europe/Paris
Al�s-Deaux Airport,Ales,France,\N,LFMS,44.069698,4.14212,668,E,Europe/Paris
Montpellier-M�diterran�e Airport,Montpellier,France,MPL,LFMT,43.57619858,3.963010073,17,E,Europe/Paris
B�ziers-Vias Airport,Beziers,France,BZR,LFMU,43.32350159,3.353899956,56,E,Europe/Paris
Avignon-Caumont Airport,Avignon,France,AVN,LFMV,43.90729904,4.901830196,124,E,Europe/Paris
Salon-de-Provence (BA 701) Air Base,Salon,France,\N,LFMY,43.60639954,5.109250069,195,E,Europe/Paris
L�zignan-Corbi�res Airfield,Lezignan-corbieres,France,\N,LFMZ,43.1758,2.73417,207,E,Europe/Paris
Mende-Brenoux Airfield,Mende,France,MEN,LFNB,44.502102,3.53282,3362,E,Europe/Paris
Carpentras Airport,Carpentras,France,\N,LFNH,44.02980042,5.07806015,394,E,Europe/Paris
Avord (BA 702) Air Base,Avord,France,\N,LFOA,47.053299,2.6325,580,E,Europe/Paris
Paris Beauvais Till� Airport,Beauvais,France,BVA,LFOB,49.45439911,2.112780094,359,E,Europe/Paris
Ch�teaudun (BA 279) Air Base,Chateaudun,France,\N,LFOC,48.058102,1.37662,433,E,Europe/Paris
Saumur-Saint-Florent Airport,Saumur,France,\N,LFOD,47.256802,-0.115142,269,E,Europe/Paris
�vreux-Fauville (BA 105) Air Base,Evreux,France,EVX,LFOE,49.02870178,1.219859958,464,E,Europe/Paris
Le Havre Octeville Airport,Le Havre,France,LEH,LFOH,49.53390121,0.088055998,313,E,Europe/Paris
Abbeville,Abbeville,France,XAB,LFOI,50.143501,1.831891,220,E,Europe/Paris
Orl�ans-Bricy (BA 123) Air Base,Orleans,France,ORE,LFOJ,47.9878006,1.760560036,412,E,Europe/Paris
Ch�lons-Vatry Airport,Chalons,France,XCR,LFOK,48.77333333,4.206111111,587,E,Europe/Paris
Rouen Airport,Rouen,France,URO,LFOP,49.38420105,1.174800038,512,E,Europe/Paris
Tours-Val-de-Loire Airport,Tours,France,TUF,LFOT,47.43220139,0.727605999,357,E,Europe/Paris
Cholet Le Pontreau Airport,Cholet,France,CET,LFOU,47.08209991,-0.87706399,443,E,Europe/Paris
Laval-Entrammes Airport,Laval,France,LVA,LFOV,48.03139877,-0.742986023,330,E,Europe/Paris
Orl�ans-Saint-Denis-de-l'H�tel Airport,Orleans,France,\N,LFOZ,47.8969,2.16333,396,E,Europe/Paris
Paris-Le Bourget Airport,Paris,France,LBG,LFPB,48.9693985,2.441390038,218,E,Europe/Paris
Creil Air Base,Creil,France,CSF,LFPC,49.25350189,2.519140005,291,E,Europe/Paris
Charles de Gaulle International Airport,Paris,France,CDG,LFPG,49.012798,2.55,392,E,Europe/Paris
Coulommiers-Voisins Airport,Coulommiers,France,\N,LFPK,48.83769989,3.016119957,470,E,Europe/Paris
Melun-Villaroche Air Base,Melun,France,\N,LFPM,48.60469818,2.671119928,302,E,Europe/Paris
Toussus-le-Noble Airport,Toussous-le-noble,France,TNF,LFPN,48.75189972,2.106189966,538,E,Europe/Paris
Paris-Orly Airport,Paris,France,ORY,LFPO,48.7233333,2.3794444,291,E,Europe/Paris
Pontoise - Cormeilles-en-Vexin Airport,Pontoise,France,POX,LFPT,49.096667,2.040833,325,E,Europe/Paris
Villacoublay-V�lizy (BA 107) Air Base,Villacoublay,France,VIY,LFPV,48.7741667,2.1916667,584,E,Europe/Paris
Reims-Prunay Airport,Reims,France,\N,LFQA,49.20869827,4.156579971,313,E,Europe/Paris
Troyes-Barberey Airport,Troyes,France,\N,LFQB,48.322102,4.0167,388,E,Europe/Paris
Lun�ville-Croismare Airport,Luneville,France,\N,LFQC,48.59329987,6.543459892,790,E,Europe/Paris
�tain-Rouvres Air Base,Etain,France,\N,LFQE,49.22689819,5.67222023,770,E,Europe/Paris
Autun-Bellevue Airport,Autun,France,\N,LFQF,46.96730042,4.260570049,997,E,Europe/Paris
Nevers-Fourchambault Airport,Nevers,France,NVS,LFQG,47.00260162,3.113329887,602,E,Europe/Paris
Cambrai-�pinoy (BA 103) Air Base,Cambrai,France,\N,LFQI,50.221802,3.15424,257,E,Europe/Paris
Maubeuge-�lesmes Airport,Maubeuge,France,XME,LFQJ,50.3105011,4.033120155,452,E,Europe/Paris
Besan�on-La V�ze Airport,Besancon-la-veze,France,\N,LFQM,47.2066,6.083681,1271,E,Europe/Paris
Phalsbourg-Bourscheid Air Base,Phalsbourg,France,\N,LFQP,48.7680556,7.205,1017,E,Europe/Paris
Lille-Lesquin Airport,Lille,France,LIL,LFQQ,50.563332,3.086886,157,E,Europe/Paris
Merville-Calonne Airport,Merville,France,HZB,LFQT,50.61840057,2.642240047,61,E,Europe/Paris
Charleville-M�zi�res Airport,Charleville,France,XCZ,LFQV,49.78390121,4.647079945,492,E,Europe/Paris
Vesoul-Frotey Airport,Vesoul-frotey,France,\N,LFQW,47.6376,6.20392,1249,E,Europe/Paris
Brest Bretagne Airport,Brest,France,BES,LFRB,48.44789886,-4.418540001,325,E,Europe/Paris
Cherbourg-Maupertus Airport,Cherbourg,France,CER,LFRC,49.65010071,-1.470280051,459,E,Europe/Paris
Dinard-Pleurtuit-Saint-Malo Airport,Dinard,France,DNR,LFRD,48.58769989,-2.079960108,219,E,Europe/Paris
La Baule-Escoublac Airport,La Baule,France,LBY,LFRE,47.28939819,-2.346390009,105,E,Europe/Paris
Granville Airport,Granville,France,GFR,LFRF,48.8830986,-1.564170003,45,E,Europe/Paris
Deauville-Saint-Gatien Airport,Deauville,France,DOL,LFRG,49.36529922,0.154305995,479,E,Europe/Paris
Lorient South Brittany (Bretagne Sud) Airport,Lorient,France,LRT,LFRH,47.76060104,-3.440000057,160,E,Europe/Paris
La Roche-sur-Yon Airport,La Roche-sur-yon,France,EDM,LFRI,46.70190048,-1.378630042,299,E,Europe/Paris
Landivisiau Air Base,Landivisiau,France,LDV,LFRJ,48.53030014,-4.151639938,348,E,Europe/Paris
Caen-Carpiquet Airport,Caen,France,CFR,LFRK,49.1733017,-0.449999988,256,E,Europe/Paris
Lanv�oc-Poulmic Air Base,Lanvedoc,France,\N,LFRL,48.28170013,-4.445020199,287,E,Europe/Paris
Le Mans-Arnage Airport,Le Mans,France,LME,LFRM,47.94860077,0.201666996,194,E,Europe/Paris
Rennes-Saint-Jacques Airport,Rennes,France,RNS,LFRN,48.06949997,-1.734789968,124,E,Europe/Paris
Lannion-C�te de Granit Airport,Lannion,France,LAI,LFRO,48.754398,-3.47166,290,E,Europe/Paris
Quimper-Cornouaille Airport,Quimper,France,UIP,LFRQ,47.97499847,-4.167789936,297,E,Europe/Paris
Nantes Atlantique Airport,Nantes,France,NTE,LFRS,47.15319824,-1.610730052,90,E,Europe/Paris
Saint-Brieuc-Armor Airport,St.-brieuc Armor,France,SBK,LFRT,48.5378,-2.85444,453,E,Europe/Paris
Morlaix-Ploujean Airport,Morlaix,France,MXN,LFRU,48.60319901,-3.815779924,272,E,Europe/Paris
Vannes-Meucon Airport,Vannes,France,VNE,LFRV,47.72330093,-2.71855998,446,E,Europe/Paris
Saint-Nazaire-Montoir Airport,St.-nazaire,France,SNR,LFRZ,47.3105556,-2.1566667,13,E,Europe/Paris
EuroAirport Basel-Mulhouse-Freiburg Airport,Mulhouse,France,BSL,LFSB,47.59,7.5291667,885,E,Europe/Paris
Colmar-Meyenheim Air Base,Colmar,France,\N,LFSC,47.92200089,7.399670124,693,E,Europe/Paris
Dijon-Bourgogne Airport,Dijon,France,DIJ,LFSD,47.268902,5.09,726,E,Europe/Paris
Metz-Frescaty (BA 128) Air Base,Metz,France,MZM,LFSF,49.07170105,6.131669998,629,E,Europe/Paris
�pinal-Mirecourt Airport,Epinal,France,EPL,LFSG,48.325001,6.06998,1084,E,Europe/Paris
Haguenau Airport,Haguenau,France,\N,LFSH,48.79430008,7.817609787,491,E,Europe/Paris
Saint-Dizier-Robinson (BA 113) Air Base,St.-dizier,France,\N,LFSI,48.63600159,4.899419785,458,E,Europe/Paris
Montb�liard-Courcelles Airfield,Montbeliard,France,\N,LFSM,47.487,6.79054,1041,E,Europe/Paris
Nancy-Essey Airport,Nancy,France,ENC,LFSN,48.69210052,6.230460167,751,E,Europe/Paris
Nancy-Ochey (BA 133) Air Base,Nancy,France,\N,LFSO,48.58309937,5.954999924,1106,E,Europe/Paris
Pontarlier Airport,Pontarlier,France,\N,LFSP,46.90399933,6.327370167,2683,E,Europe/Paris
Reims-Champagne (BA 112) Air Base,Reims,France,RHE,LFSR,49.310001,4.05,312,E,Europe/Paris
Strasbourg Airport,Strasbourg,France,SXB,LFST,48.53829956,7.628230095,505,E,Europe/Paris
Luxeuil-Saint-Sauveur (BA 116) Air Base,Luxeuil,France,\N,LFSX,47.7830556,6.36416667,913,E,Europe/Paris
Cuers-Pierrefeu Airport,Cuers,France,\N,LFTF,43.24779892,6.126699924,266,E,Europe/Paris
Toulon-Hy�res Airport,Hyeres,France,TLN,LFTH,43.09730148,6.146029949,7,E,Europe/Paris
N�mes-Arles-Camargue Airport,Nimes,France,FNI,LFTW,43.75740051,4.416349888,309,E,Europe/Paris
Miquelon Airport,Miquelon,Saint Pierre and Miquelon,MQC,LFVM,47.09550095,-56.38029861,10,U,America/Miquelon
St Pierre Airport,St.-pierre,Saint Pierre and Miquelon,FSP,LFVP,46.76290131,-56.17309952,27,U,America/Miquelon
Amb�rieu Air Base (BA 278),Amberieu,France,\N,LFXA,45.987301,5.32844,823,E,Europe/Paris
Damblain Airport,Damblain,France,\N,LFYD,48.0862999,5.664060116,1280,E,Europe/Paris
Andravida Air Base,Andravida,Greece,PYR,LGAD,37.9207,21.292601,55,E,Europe/Athens
Agrinion Air Base,Agrinion,Greece,AGQ,LGAG,38.602001,21.3512001,154,E,Europe/Athens
Dimokritos Airport,Alexandroupolis,Greece,AXD,LGAL,40.85589981,25.95630074,24,E,Europe/Athens
Alexandria Airport,Alexandria,Greece,\N,LGAX,40.65110016,22.48870087,27,E,Europe/Athens
Nea Anchialos Airport,Nea Anghialos,Greece,VOL,LGBL,39.21960068,22.79430008,83,E,Europe/Athens
Elefsis Airport,Elefsis,Greece,\N,LGEL,38.06380081,23.55599976,143,E,Europe/Athens
Chios Island National Airport,Chios,Greece,JKH,LGHI,38.34320068,26.1406002,15,E,Europe/Athens
Ioannina Airport,Ioannina,Greece,IOA,LGIO,39.69639969,20.82250023,1558,E,Europe/Athens
Heraklion International Nikos Kazantzakis Airport,Heraklion,Greece,HER,LGIR,35.33969879,25.18029976,115,E,Europe/Athens
Kastoria National Airport,Kastoria,Greece,KSO,LGKA,40.44630051,21.28219986,2167,E,Europe/Athens
Kithira Airport,Kithira,Greece,KIT,LGKC,36.27429962,23.0170002,1045,E,Europe/Athens
Kefallinia Airport,Keffallinia,Greece,EFL,LGKF,38.12009811,20.50049973,59,E,Europe/Athens
Kalamata Airport,Kalamata,Greece,KLX,LGKL,37.06829834,22.02549934,26,E,Europe/Athens
Amigdhaleon Airport,Kavala,Greece,\N,LGKM,40.97280121,24.34140015,203,E,Europe/Athens
Kos Airport,Kos,Greece,KGS,LGKO,36.79330063,27.0916996,412,E,Europe/Athens
Karpathos Airport,Karpathos,Greece,AOK,LGKP,35.42139816,27.14599991,66,E,Europe/Athens
Ioannis Kapodistrias International Airport,Kerkyra/corfu,Greece,CFU,LGKR,39.60189819,19.9116993,6,E,Europe/Athens
Kasos Airport,Kasos,Greece,KSJ,LGKS,35.42139816,26.90999985,35,E,Europe/Athens
Alexander the Great International Airport,Kavala,Greece,KVA,LGKV,40.91329956,24.61919975,18,E,Europe/Athens
Filippos Airport,Kozani,Greece,KZI,LGKZ,40.28609848,21.84079933,2059,E,Europe/Athens
Leros Airport,Leros,Greece,LRS,LGLE,37.184898,26.800301,39,E,Europe/Athens
Limnos Airport,Limnos,Greece,LXS,LGLM,39.917099,25.23629951,14,E,Europe/Athens
Larisa Airport,Larissa,Greece,LRA,LGLR,39.650253,22.4655,241,E,Europe/Athens
Megara Airport,Megara,Greece,\N,LGMG,37.98109818,23.36540031,12,E,Europe/Athens
Mikonos Airport,Mykonos,Greece,JMK,LGMK,37.43510056,25.34810066,405,E,Europe/Athens
Mytilene International Airport,Mytilini,Greece,MJT,LGMT,39.05670166,26.59830093,60,E,Europe/Athens
Aktion National Airport,Preveza,Greece,PVK,LGPZ,38.92549896,20.76530075,11,E,Europe/Athens
Maritsa Airport,Rhodos,Greece,\N,LGRD,36.3830986,28.10890007,204,E,Europe/Athens
Diagoras Airport,Rhodos,Greece,RHO,LGRP,36.40539932,28.08620071,17,E,Europe/Athens
Araxos Airport,Patras,Greece,GPA,LGRX,38.1511,21.4256,46,E,Europe/Athens
Chania International Airport,Chania,Greece,CHQ,LGSA,35.53170013,24.14970016,490,E,Europe/Athens
Skiathos Island National Airport,Skiathos,Greece,JSI,LGSK,39.17710114,23.50370026,54,E,Europe/Athens
Samos Airport,Samos,Greece,SMI,LGSM,37.68999863,26.9116993,19,E,Europe/Athens
Sparti Airport,Sparti,Greece,SPJ,LGSP,36.97389984,22.52630043,500,E,Europe/Athens
Santorini Airport,Thira,Greece,JTR,LGSR,36.39920044,25.47929955,127,E,Europe/Athens
Sitia Airport,Sitia,Greece,JSH,LGST,35.21609879,26.10129929,376,E,Europe/Athens
Stefanovikion Air Base,Stefanovikion,Greece,\N,LGSV,39.48,22.7672,146,E,Europe/Athens
Skiros Airport,Skiros,Greece,SKU,LGSY,38.96760178,24.48719978,44,E,Europe/Athens
Tanagra Air Base,Tanagra,Greece,\N,LGTG,38.339802,23.565001,485,E,Europe/Athens
Kasteli Airport,Kasteli,Greece,\N,LGTL,35.192001,25.327,1180,E,Europe/Athens
Tripolis Airport,Tripolis,Greece,\N,LGTP,37.5306015,22.40360069,2113,E,Europe/Athens
Thessaloniki Macedonia International Airport,Thessaloniki,Greece,SKG,LGTS,40.5196991,22.97089958,22,E,Europe/Athens
Tatoi Airport,Dekelia,Greece,\N,LGTT,38.10889816,23.78380013,785,E,Europe/Athens
Zakynthos International Airport Dionysios Solomos,Zakynthos,Greece,ZTH,LGZA,37.7509,20.8843,15,E,Europe/Athens
Budapest Liszt Ferenc International Airport,Budapest,Hungary,BUD,LHBP,47.42976,19.261093,495,E,Europe/Budapest
Debrecen International Airport,Debrecen,Hungary,DEB,LHDC,47.48889923,21.61529922,359,E,Europe/Budapest
Kecskem�t Airport,Kecskemet,Hungary,\N,LHKE,46.91749954,19.74920082,376,E,Europe/Budapest
Ny�regyh�za Airport,Nyirregyhaza,Hungary,\N,LHNY,47.98389816,21.6923008,338,E,Europe/Budapest
